Pclass,Embarked,cabine_prefix,Ticket_str,NameTitle,Fare,SibSp,Parch,Age_Mean,Ticket_int,Survived,PassengerId,ReferenceDate,dataset
2,S,missing,missing,Mrs,26.0,0.0,1.0,25.0,230433.0,1,881,1912-05,train
3,S,missing,missing,Mr,7.8958,0.0,0.0,33.0,349257.0,0,882,1912-07,test
3,S,missing,missing,Miss,10.5167,0.0,0.0,22.0,7552.0,0,883,1912-05,train
2,S,missing,LOW,Mr,10.5,0.0,0.0,28.0,34068.0,0,884,1912-04,train
3,S,missing,SOTONOQ,Mr,7.05,0.0,0.0,25.0,392076.0,0,885,1912-05,train
3,Q,missing,missing,Mrs,29.125,0.0,5.0,39.0,382652.0,0,886,1912-06,train
2,S,missing,missing,LOW,13.0,0.0,0.0,27.0,211536.0,0,887,1912-06,train
1,S,B,missing,Miss,30.0,0.0,0.0,19.0,112053.0,1,888,1912-05,train
3,S,missing,WC,Miss,23.45,1.0,2.0,29.69911764705882,6607.0,0,889,1912-06,train
1,C,C,missing,Mr,30.0,0.0,0.0,26.0,111369.0,1,890,1912-07,test
3,Q,missing,missing,Mr,7.75,0.0,0.0,32.0,370376.0,0,891,1912-06,train
